bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
s1592-111,Finance and Financial Sector,Administrative law and regulatory procedures|Credit and credit markets|Executive agency funding and structure|Government information and archives|Housing finance and home ownership|Marketing and advertising|Securities,2009-08-06,"A bill to establish a Federal Board of Certification to enhance the transparency, credibility, and stability of financial markets, and for other purposes.",Federal Board of Certification Act of 2009,111,0,,
s1595-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer credit|Federal Reserve System,2009-08-06,"A bill to amend the Truth in Lending Act to prohibit the distribution of any check or other negotiable instrument as part of a solicitation by a creditor for an extension of credit, to limit the liability of consumers in conjunction with such solicitations, and for other purposes.",Deceptive Loan Check Elimination Act,111,0,,
s1663-111,Finance and Financial Sector,"Bankruptcy|Employee benefits and pensions|Financial crises and stabilization|Health care costs and insurance|Manufacturing|Motor vehicles|Social work, volunteer service, charitable organizations",2009-09-11,A bill to make available funds from the Emergency Economic Stabilization Act of 2008 for funding a voluntary employees' beneficiary association with respect to former employees of Delphi Corporation.,,111,0,,
hr3606-111,Finance and Financial Sector,Banking and financial institutions regulation|Consumer affairs|Consumer credit,2009-09-17,To amend the Truth in Lending Act to make a technical correction to an amendment made by the Credit CARD Act of 2009.,Credit CARD Technical Corrections Act of 2009,111,0,,
hr3691-111,Finance and Financial Sector,Appropriations|Disability assistance|Financial crises and stabilization|Poverty and welfare assistance|Railroads|Social security and elderly assistance|Transportation employees|Veterans' pensions and compensation,2009-10-01,To extend to 2010 the program for economic recovery payments established under the American Recovery and Reinvestment Act of 2009.,Seniors and Veterans Economic Stimulus Act of 2009,111,0,,
hr3763-111,Finance and Financial Sector,Accounting and auditing|Administrative law and regulatory procedures|Banking and financial institutions regulation|Computer security and identity theft|Consumer affairs|Consumer credit|Federal Trade Commission (FTC)|Health personnel|Lawyers and legal services|Small business,2009-10-08,To amend the Fair Credit Reporting Act to provide for an exclusion from Red Flag Guidelines for certain businesses.,,111,0,,
hr3766-111,Finance and Financial Sector,Financial crises and stabilization|Government lending and loan guarantees|Government trust funds|Housing finance and home ownership|Low- and moderate-income housing,2009-10-08,To use amounts made available under the Troubled Assets Relief Program of the Secretary of the Treasury for relief for homeowners and affordable rental housing.,Main Street TARP Act of 2009,111,0,,
hr3775-111,Finance and Financial Sector,Accounting and auditing|Administrative law and regulatory procedures|Business records|Corporate finance and management|Financial services and investments|Securities and Exchange Commission (SEC)|Small business,2009-10-08,To exempt certain small businesses from the attestation requirement of section 404 of the Sarbanes-Oxley Act of 2002.,Small Business SOX Compliance Relief Act,111,0,,
hr3783-111,Finance and Financial Sector,Civil actions and liability|Financial services and investments|Lawyers and legal services|Public contracts and procurement|Securities and Exchange Commission (SEC),2009-10-08,To amend the Securities Exchange Act of 1934 to provide the Securities and Exchange Commission with the authority to contract for the collection of delinquent claims resulting from judgments or orders obtained by the Commission.,SEC Delinquent Judgment Collection Act,111,0,,
hr3818-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Business records|Commodity Futures Trading Commission|Financial services and investments|Government information and archives|Licensing and registrations|Securities and Exchange Commission (SEC),2009-10-15,"To amend the Investment Advisers Act of 1940 to require advisers of certain unregistered investment companies to register with and provide information to the Securities and Exchange Commission, and for other purposes.",Private Fund Investment Advisers Registration Act of 2009,111,0,,
s1799-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Consumer affairs|Consumer credit|Federal Reserve System|Marketing and advertising",2009-10-19,"A bill to amend the Truth in Lending Act, to establish fair and transparent practices related to the marketing and provision of overdraft coverage programs at depository institutions, and for other purposes.",FAIR Overdraft Coverage Act,111,0,,
hr3858-111,Finance and Financial Sector,Banking and financial institutions regulation|Congressional oversight|Congressional-executive branch relations|Federal Reserve System|Federal officials,2009-10-20,"To amend the Federal Reserve Act to alter the terms and conditions applicable to members of the Board of Governors of the Federal Reserve System, and for other purposes.",Democratizing the Federal Reserve System Act of 2009,111,0,,
s1822-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Consumer credit|Credit and credit markets|Financial crises and stabilization|Government lending and loan guarantees|Interest, dividends, interest rates",2009-10-21,"A bill to amend the Emergency Economic Stabilization Act of 2008, with respect to considerations of the Secretary of the Treasury in providing assistance under that Act, and for other purposes.",Bank On Our Communities Act of 2009,111,0,,
hr3904-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Consumer affairs|Consumer credit|Federal Reserve System|Marketing and advertising",2009-10-22,"To amend the Truth in Lending Act to establish fair and transparent practices related to the marketing and provision of overdraft coverage programs at depository institutions, and for other purposes.",Overdraft Protection Act of 2009,111,0,,
